ExperimentFolder,Sample,AlignmentFolder
/groups/kishony/tami/2015_11_TB/,P19-Lung2-B4,737-L2B4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung2-B5,737-L2B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung2-C1,737-L2C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung2-C2,737-L2C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung2-C3,737-L2C3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung2-C4,737-L2C4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung2-C5,737-L2C5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung3-A1,737-L3A1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung3-A2,737-L3A2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung3-A3,737-L3A3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung3-A4,737-L3A4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung3-A5,737-L3A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung3-B1,737-L3B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung3-B2,737-L3B2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung3-B3,737-L3B3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung3-B4,737-L3B4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung3-B5,737-L3B5a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung3-C1,737-L3C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung3-C2,737-L3C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung3-C4,737-L3C4a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung4-A2,737-L4A2a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung4-A3,737-L4A3b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung4-A4,737-L4A4a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung4-A5,737-L4A5b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung4-B1,737-L4B1b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung4-B2,737-L4B2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung4-B3,737-L4B3b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung4-B4,737-L4B4b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung4-B5,737-L4B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung4-C1,737-L4C1b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung4-C2,737-L4C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung4-C3,737-L4C3a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung4-C4,737-L4C4a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-A1,737-L5A1b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-A2,737-L5A2b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-A3,737-L5A3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-A4,737-L5A4a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-A5,737-L5A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-B1,737-L5B1b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-B3,737-L5B3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-B4,737-L5B4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-B5,737-L5B5a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-C1,737-L5C1b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-C2,737-L5C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-C3,737-L5C3aa/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-C4,737-L5C4a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung5-C5,737-L5C5b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung6-A1,737-L6A1b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung6-A2,737-L6A2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung6-A3,737-L6A3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung6-A4,737-L6A4a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung6-A5,737-L6A5a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung6-B2,737-L6B2b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung6-B3,737-L6B3b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung6-B5,737-L6B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung6-C1,737-L6C1a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung6-C2,737-L6C2a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung6-C3,737-L6C3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung6-C4,737-L6C4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Lung6-C5,737-L6C5a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-A1,737-LivA1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-A2,737-LivA2b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-A3,737-LivA3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-A4,737-LivA4b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-A5,737-LivA5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-B1,737-LivB1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-B2,737-LivB2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-B3,737-LivB3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-B4,737-LivB4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-B5,737-LivB5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-C1,737-LivC1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-C2,737-LivC2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-C3,737-LivC3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-C4,737-LivC4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Liver-C5,737-LivC5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Spleen-A4,737-SpA4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Spleen-B1,737-SpB1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Spleen-C2,737-SpC2a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Spleen-A2,737-SplA2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Spleen-A5,737-SplA5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Spleen-B2,737-SplB2a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Spleen-B3,737-SplB3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Spleen-B5,737-SplB5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Spleen-C1,737-SplC1b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Spleen-C3,737-SplC3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Spleen-C4,737-SplC4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P19-Spleen-C5,737-SplC5/sickle2050/pairedendtb
