ExperimentFolder,Sample,AlignmentFolder
/groups/kishony/tami/2015_11_TB/,P18-Lung2-A5,736-L2A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung2-B1,736-L2B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung2-B2,736-L2B2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung2-B3,736-L2B3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung2-B4,736-L2B4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung2-B5,736-L2B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung2-C1,736-L2C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung2-C2,736-L2C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung2-C4,736-L2C4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-A1,736-L3A1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-A2,736-L3A2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-A3,736-L3A3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-A4,736-L3A4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-A5,736-L3A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-B1,736-L3B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-B3,736-L3B3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-B4,736-L3B4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-B5,736-L3B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-C1,736-L3C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-C2,736-L3C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-C3,736-L3C3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-C4,736-L3C4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung3-C5,736-L3C5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung4-A1,736-L4A1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung4-A2,736-L4A2a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung4-A4,736-L4A4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung4-A5,736-L4A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung4-B1,736-L4B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung4-B2,736-L4B2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung4-B4,736-L4B4b/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung4-B5,736-L4B5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung5-A1,736-L5A1c/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung5-A2,736-L5A2c/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung5-A3,736-L5A3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung5-A4,736-L5A4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung5-A5,736-L5A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung5-B1,736-L5B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung5-B2,736-L5B2a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung6-A1,736-L6A1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung6-A2,736-L6A2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung6-A5,736-L6A5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung6-B1,736-L6B1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung6-B2,736-L6B2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung6-C1,736-L6C1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung6-C2,736-L6C2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung6-C4,736-L6C4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Lung6-C5,736-L6C5a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Liver-A2,736-LIVA2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Liver-A3,736-LIVA3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Liver-A4,736-LivA4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Liver-B1,736-LivB1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Liver-B2,736-LivB2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Liver-B3,736-LivB3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Liver-B4,736-LivB4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Liver-B5,736-LIVB5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Liver-C1,736-LIVC1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Liver-C2,736-LivC2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Liver-C3,736-LIVC3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Liver-C5,736-LIVC5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-A1,736-SplA1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-A2,736-SplA2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-A3,736-SplA3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-A4,736-SplA4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-A5,736-SplA5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-B1,736-SplB1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-B2,736-SplB2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-B3,736-SplB3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-B4,736-SplB4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-B5,736-SplB5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-C1,736-SplC1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-C2,736-SplC2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-C3,736-SplC3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-C4,736-SplC4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P18-Spleen-C5,736-SplC5/sickle2050/pairedendtb
