ExperimentFolder,Sample,AlignmentFolder
/groups/kishony/tami/2015_11_TB/,P38-Liver-C3,785-LIVC3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Liver-C4,785-LIVC4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Liver-C5,785-LIVC5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Spleen-A1,785-SPLA1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Spleen-A2,785-SPLA2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Spleen-A3,785-SPLA3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Spleen-A4,785-SplA4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Spleen-A5,785-SPLA5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Spleen-B1,785-SPLB1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Spleen-B2,785-SPLB2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Spleen-B4,785-SPLB4/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Spleen-B5,785-SPLB5/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Spleen-C1,785-SPLC1/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Spleen-C2,785-SPLC2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Spleen-C3,785-SplC3/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P38-Spleen-C4,785-SPLC4/sickle2050/pairedendtb
